ds;region;production
2022-01-03;GLD;7943.8
2022-01-03;NHN;2555.28
2022-01-03;GLD;58801.16
2022-01-03;GLD;15108.49
2022-01-03;GLD;59128.1
2022-01-03;GLD;24837.21
2022-01-03;GLD;46690.81
2022-01-03;FNOP;80740.44
2022-01-03;GLD;7978.1
2022-01-05;GLD;247504.48
2022-01-05;GLD;114382.29
2022-01-05;GLD;139441.66
2022-01-05;GLD;188509.6
2022-01-05;GLD;61876.12
2022-01-05;GLD;268523.13
2022-01-05;GLD;362880.98
2022-01-06;GLD;18950.35
2022-01-06;GLD;8288.89
2022-01-06;GLD;13629.57
2022-01-06;GLD;13999.61
2022-01-06;GLD;277.22
2022-01-06;GLD;28968.86
2022-01-06;GLD;58801.16
2022-01-06;GLD;63621.99
2022-01-06;GLD;179.07
2022-01-06;GLD;78701.54
2022-01-06;GLD;75681.06
2022-01-06;GLD;87153.11
2022-01-06;GLD;8288.89
2022-01-07;GLD;9220.92
2022-01-07;GLD;30853.88
2022-01-07;GLD;0.0
2022-01-07;GLD;24837.21
2022-01-07;GLD;0.0
2022-01-07;RBNH;1672.2
2022-01-07;GLD;17534.54
2022-01-07;GLD;10806.17
2022-01-07;GLD;56477.53
2022-01-07;GLD;86354.03
2022-01-07;GLD;61876.12
2022-01-07;GLD;7684.14
2022-01-07;GLD;45741.3
2022-01-07;GLD;259975.24
2022-01-07;GLD;19821.23
2022-01-07;GLD;16718.98
2022-01-10;RBNH;3326.64
2022-01-10;GLD;1366.2
2022-01-10;GLD;22427.9
2022-01-10;GLD;26335.9
2022-01-10;RBNH;24837.21
2022-01-10;RBNH;8288.89
2022-01-10;RBNH;2036.76
2022-01-10;GLD;8288.89
2022-01-10;GLD;58801.16
2022-01-10;RBNH;6116.7
2022-01-10;GLD;12369.37
2022-01-11;RBNH;0.0
2022-01-11;AMS;6677.47
2022-01-11;AMS;57107.32
2022-01-11;AMS;8288.89
2022-01-11;RBNH;9220.92
2022-01-11;RBNH;8163.37
2022-01-11;RBNH;9220.92
2022-01-11;RBNH;1811.76
2022-01-11;RBNH;8163.37
2022-01-11;AMS;56155.75
2022-01-11;RBNH;6794.1
2022-01-11;RBNH;396362.16
2022-01-11;AMS;16201.5
2022-01-11;AMS;92.58
2022-01-11;RBNH;1518.0
2022-01-11;RBNH;9220.92
2022-01-11;AMS;179.07
2022-01-11;AMS;7943.8
2022-01-11;RBNH;1811.76
2022-01-11;AMS;9589.88
2022-01-11;RBNH;6231.18
2022-01-11;AMS;15400.02
2022-01-11;RBNH;0.0
2022-01-12;NHN;5143.0
2022-01-12;GLD;9009.65
2022-01-12;NHN;3019.6
2022-01-12;AMS;8288.89
2022-01-12;GLD;9442.2
2022-01-12;GLD;1481.28
2022-01-12;GLD;58801.16
2022-01-12;NHN;72215.81
2022-01-12;GLD;8359.49
2022-01-12;AMS;13167.95
2022-01-12;AMS;7724.79
2022-01-12;AMS;8288.89
2022-01-12;AMS;2079.15
2022-01-12;AMS;8288.89
2022-01-12;GLD;7792.53
2022-01-12;AMS;2079.15
2022-01-12;AMS;8288.89
2022-01-12;NHN;21297.28
2022-01-12;NHN;1916.46
2022-01-12;NHN;6267.45
2022-01-12;GLD;4298.36
2022-01-12;GLD;8288.89
2022-01-12;GLD;7136.64
2022-01-12;RBNH;138.61
2022-01-12;RBNH;8288.89
2022-01-12;GLD;2772.2
2022-01-12;AMS;8288.89
2022-01-12;AMS;138.61
2022-01-12;GLD;56155.75
2022-01-12;NHN;71628.0
2022-01-12;AMS;22177.6
2022-01-12;AMS;2079.15
2022-01-12;NHN;57344.03
2022-01-12;NHN;128963.94
2022-01-12;NHN;19950.53
2022-01-12;NHN;1492474.8
2022-01-12;GLD;6677.47
2022-01-12;GLD;8593.82
2022-01-12;GLD;298698.85
2022-01-12;GLD;145956.33
2022-01-12;NHN;4709.52
2022-01-12;RBNH;5128.57
2022-01-12;GLD;0.0
2022-01-12;GLD;6028.01
2022-01-12;AMS;7724.79
2022-01-12;GLD;91654.2
2022-01-13;FNOP;5143.0
2022-01-13;NHN;8288.89
2022-01-13;GLD;85999.68
2022-01-13;FNOP;129877.57
2022-01-13;FNOP;7724.79
2022-01-13;FNOP;49341.38
2022-01-13;FNOP;41282.5
2022-01-13;NHN;27722.0
2022-01-13;FNOP;452.94
2022-01-13;GLD;44632.42
2022-01-13;GLD;58801.16
2022-01-13;GLD;7724.79
2022-01-13;GLD;138.61
2022-01-13;GLD;6677.47
2022-01-13;GLD;43790.34
2022-01-13;GLD;8288.89
2022-01-13;GLD;21015.66
2022-01-13;GLD;152917.5
2022-01-13;GLD;7549.0
2022-01-13;GLD;352525.81
2022-01-13;GLD;7792.53
2022-01-13;NHN;11287.35
2022-01-13;GLD;8288.89
2022-01-13;AMS;162728.14
2022-01-13;AMS;7943.8
2022-01-13;FNOP;24888.78
2022-01-13;FNOP;0.0
2022-01-13;FNOP;2356.37
2022-01-13;GLD;9220.92
2022-01-13;FNOP;22853.4
2022-01-13;NHN;5574.0
2022-01-13;FNOP;58801.16
2022-01-13;GLD;221891.7
2022-01-13;AMS;121926.22
2022-01-13;GLD;20367.6
2022-01-13;AMS;107001.48
2022-01-13;GLD;5799.01
2022-01-13;GLD;4515.26
2022-01-13;FNOP;17534.54
2022-01-13;GLD;31874.46
2022-01-13;AMS;137605.3
2022-01-13;GLD;22316.21
2022-01-13;GLD;3300.0
2022-01-14;GLD;4709.52
2022-01-14;NHN;13029.34
2022-01-14;RBNH;5106.03
2022-01-14;RBNH;4709.52
2022-01-14;GLD;8288.89
2022-01-14;GLD;3058.35
2022-01-14;AMS;4227.44
2022-01-14;AMS;9867.0
2022-01-14;RBNH;3409.53
2022-01-14;NHN;22346.54
2022-01-14;AMS;0.0
2022-01-14;NHN;15781.5
2022-01-14;NHN;3935.04
2022-01-14;RBNH;13048.96
2022-01-14;GLD;0.0
2022-01-14;NHN;22574.7
2022-01-14;NHN;18254.92
2022-01-14;AMS;5143.0
2022-01-14;RBNH;14272.3
2022-01-14;NHN;5574.0
2022-01-14;NHN;21717.06
2022-01-14;RBNH;24837.21
2022-01-14;GLD;2217.76
2022-01-14;GLD;56155.75
2022-01-14;AMS;6231.18
2022-01-14;AMS;5143.0
2022-01-14;RBNH;23840.92
2022-01-14;GLD;16078.76
2022-01-14;GLD;155796.3
2022-01-14;AMS;3472.54
2022-01-17;RBNH;488.45
2022-01-17;AMS;8288.89
2022-01-17;GLD;8288.89
2022-01-17;GLD;58801.16
2022-01-17;AMS;7724.79
2022-01-17;GLD;5799.01
2022-01-17;GLD;4709.52
2022-01-17;AMS;8288.89
2022-01-17;RBNH;277.22
2022-01-17;GLD;28471.98
2022-01-17;NHN;6930.5
2022-01-17;AMS;7724.79
2022-01-17;GLD;7131.37
2022-01-17;AMS;7136.64
2022-01-17;AMS;8288.89
2022-01-17;GLD;4709.52
2022-01-17;AMS;3703.2
2022-01-17;GLD;223871.22
2022-01-17;AMS;48215.1
2022-01-17;GLD;8316.6
2022-01-17;RBNH;6028.01
2022-01-17;GLD;98682.76
2022-01-17;GLD;740.64
2022-01-17;AMS;26069.64
2022-01-17;AMS;8288.89
2022-01-17;AMS;133299.48
2022-01-17;AMS;8288.89
2022-01-17;GLD;10459.14
2022-01-17;GLD;6649.6
2022-01-17;AMS;19266.79
2022-01-18;NHN;7792.53
2022-01-18;NHN;61876.12
2022-01-18;NHN;10888.31
2022-01-18;NHN;2865.12
2022-01-18;GLD;2633.59
2022-01-18;GLD;9926.79
2022-01-18;NHN;0.0
2022-01-18;NHN;58801.16
2022-01-18;GLD;5100.0
2022-01-18;NHN;70043.73
2022-01-18;RBNH;31603.08
2022-01-18;NHN;7700.01
2022-01-18;AMS;8987.48
2022-01-18;NHN;28968.86
2022-01-18;RBNH;61876.12
2022-01-18;GLD;31170.12
2022-01-18;NHN;41876.36
2022-01-18;NHN;58801.16
2022-01-18;NHN;141091.88
2022-01-18;NHN;84818.24
2022-01-18;GLD;7724.79
2022-01-18;RBNH;60351.44
2022-01-18;GLD;1367.66
2022-01-18;GLD;1108602.78
2022-01-18;NHN;584886.33
2022-01-18;GLD;62651.72
2022-01-18;NHN;6154.47
2022-01-18;GLD;85189.12
2022-01-18;GLD;45602.69
2022-01-18;RBNH;47127.4
2022-01-18;RBNH;14883.97
2022-01-18;NHN;28427.4
2022-01-18;NHN;5193.03
2022-01-18;NHN;20375.67
2022-01-18;NHN;88987.62
2022-01-18;NHN;58216.2
2022-01-18;RBNH;61876.12
2022-01-19;AMS;138.61
2022-01-19;GLD;21286.64
2022-01-19;GLD;6677.47
2022-01-19;GLD;4814.16
2022-01-19;GLD;5799.01
2022-01-19;GLD;11417.84
2022-01-19;AMS;8563.38
2022-01-19;AMS;8361.96
2022-01-19;GLD;5799.01
2022-01-19;GLD;2221.92
2022-01-19;AMS;28471.98
2022-01-20;RBNH;4273.41
2022-01-20;RBNH;9148.26
2022-01-20;RBNH;5536.44
2022-01-20;GLD;6376.06
2022-01-20;RBNH;10398.39
2022-01-20;GLD;68528.75
2022-01-20;GLD;158943.7
2022-01-20;GLD;24837.21
2022-01-20;GLD;29801.15
2022-01-20;GLD;6677.47
2022-01-20;GLD;143289.94
2022-01-20;GLD;4709.52
2022-01-20;FNOP;4709.52
2022-01-20;FNOP;98376.0
2022-01-20;FNOP;7136.64
2022-01-20;GLD;20592.89
2022-01-20;RBNH;0.0
2022-01-20;NHN;39453.75
2022-01-20;NHN;30238.95
2022-01-20;GLD;33817.5
2022-01-20;GLD;7406.4
2022-01-20;RBNH;12000.0
2022-01-20;GLD;5600.0
2022-01-20;GLD;58354.81
2022-01-20;NHN;8288.89
2022-01-20;RBNH;4709.52
2022-01-20;FNOP;114269.96
2022-01-20;NHN;0.0
2022-01-20;GLD;16633.2
2022-01-20;GLD;5799.01
2022-01-20;FNOP;61876.12
2022-01-20;GLD;14692.66
2022-01-20;GLD;586.14
2022-01-20;GLD;9926.79
2022-01-20;GLD;7724.79
2022-01-20;FNOP;105411.13
2022-01-20;FNOP;4396.05
2022-01-20;GLD;10806.17
2022-01-20;RBNH;15141.95
2022-01-20;GLD;836.1
2022-01-20;FNOP;83027.39
2022-01-20;GLD;8042.76
2022-01-20;FNOP;7524.9
2022-01-20;GLD;1052.4
2022-01-20;GLD;24837.21
2022-01-21;AMS;8288.89
2022-01-21;AMS;97.69
2022-01-21;FNOP;203.89
2022-01-21;AMS;0.0
2022-01-21;GLD;55998.44
2022-01-21;GLD;8288.89
2022-01-21;NHN;28968.86
2022-01-21;RBNH;48374.89
2022-01-21;GLD;8288.89
2022-01-21;AMS;4709.52
2022-01-21;RBNH;4345.66
2022-01-21;GLD;58801.16
2022-01-21;GLD;26751.73
2022-01-21;AMS;30853.88
2022-01-21;RBNH;97.69
2022-01-21;NHN;30979.11
2022-01-21;NHN;8288.89
2022-01-21;NHN;15699.53
2022-01-21;NHN;17049.03
2022-01-21;NHN;66810.02
2022-01-21;GLD;7484.94
2022-01-21;GLD;4158.3
2022-01-21;GLD;8288.89
2022-01-21;GLD;3712.22
2022-01-21;RBNH;58801.16
2022-01-21;AMS;92868.7
2022-01-21;AMS;554.44
2022-01-21;AMS;1074.59
2022-01-21;NHN;4709.52
2022-01-21;RBNH;8288.89
2022-01-21;NHN;38921.64
2022-01-21;FNOP;26074.32
2022-01-21;GLD;7724.79
2022-01-21;AMS;12437.29
2022-01-21;RBNH;8304.66
2022-01-21;NHN;309309.11
2022-01-21;NHN;48633.15
2022-01-21;AMS;121518.44
2022-01-21;NHN;22177.6
2022-01-21;GLD;22177.6
2022-01-21;NHN;10194.5
2022-01-21;AMS;4709.52
2022-01-21;FNOP;13900.0
2022-01-21;AMS;2637.63
2022-01-21;GLD;12474.9
2022-01-21;AMS;7792.53
2022-01-21;NHN;108985.8
2022-01-21;RBNH;10118.53
2022-01-21;NHN;58801.16
2022-01-21;GLD;4709.52
2022-01-21;GLD;6524.48
2022-01-23;NHN;232033.14
2022-01-23;NHN;0.0
2022-01-23;NHN;22664.08
2022-01-24;GLD;13861.0
2022-01-24;AMS;138218.28
2022-01-24;AMS;735360.6
2022-01-24;GLD;84399.9
2022-01-24;AMS;7724.79
2022-01-24;AMS;9979.92
2022-01-24;NHN;18569.66
2022-01-24;AMS;12369.37
2022-01-24;GLD;37515.76
2022-01-24;GLD;4999.32
2022-01-24;AMS;9425.48
2022-01-24;AMS;28928.43
2022-01-24;NHN;4091.62
2022-01-24;GLD;6060.42
2022-01-24;AMS;4574.13
2022-01-24;GLD;22854.95
2022-01-24;GLD;28968.86
2022-01-24;AMS;44855.8
2022-01-24;AMS;10194.5
2022-01-24;AMS;1518.0
2022-01-24;AMS;28928.43
2022-01-24;GLD;7724.79
2022-01-24;AMS;7724.79
2022-01-24;AMS;7724.79
2022-01-25;GLD;61876.12
2022-01-25;NHN;21297.28
2022-01-25;GLD;1631.12
2022-01-25;GLD;1801.93
2022-01-25;GLD;24395.36
2022-01-25;NHN;603.92
2022-01-25;GLD;56155.75
2022-01-25;NHN;2865.12
2022-01-25;NHN;2981.16
2022-01-25;GLD;66875.92
2022-01-25;GLD;2768.22
2022-01-25;NHN;5143.0
2022-01-25;RBNH;117606.5
2022-01-25;GLD;10888.31
2022-01-25;RBNH;171879.27
2022-01-25;GLD;4731.2
2022-01-25;RBNH;40889.95
2022-01-25;NHN;363943.65
2022-01-26;GLD;13251.18
2022-01-26;GLD;77478.2
2022-01-26;GLD;740.64
2022-01-26;GLD;63621.99
2022-01-26;GLD;4721.1
2022-01-26;GLD;3326.64
2022-01-26;FNOP;49067.94
2022-01-26;GLD;7733.79
2022-01-26;GLD;24837.21
2022-01-26;GLD;7792.53
2022-01-26;GLD;5799.01
2022-01-26;AMS;0.0
2022-01-26;NHN;1962.74
2022-01-26;GLD;277.74
2022-01-26;GLD;2494.98
2022-01-26;AMS;1110.96
2022-01-26;GLD;0.0
2022-01-26;AMS;9786.72
2022-01-26;AMS;5799.01
2022-01-26;GLD;35272.97
2022-01-26;GLD;31754.94
2022-01-26;NHN;33234.07
2022-01-26;NHN;4982.34
2022-01-26;AMS;21286.64
2022-01-26;GLD;61876.12
2022-01-26;NHN;4709.52
2022-01-26;GLD;74215.96
2022-01-26;NHN;4493.74
2022-01-26;GLD;4319.85
2022-01-26;GLD;0.0
2022-01-26;GLD;14022.57
2022-01-26;GLD;6028.01
2022-01-26;GLD;16910.42
2022-01-26;NHN;5143.0
2022-01-26;GLD;19927.05
2022-01-26;GLD;20124.14
2022-01-26;GLD;7943.8
2022-01-26;GLD;0.0
2022-01-26;GLD;208878.56
2022-01-26;NHN;7136.64
2022-01-26;GLD;56155.75
2022-01-26;NHN;9220.92
2022-01-26;NHN;24837.21
2022-01-27;GLD;13004.6
2022-01-27;GLD;28830.88
2022-01-27;GLD;47127.4
2022-01-27;NHN;15524.32
2022-01-27;NHN;61876.12
2022-01-27;NHN;15585.06
2022-01-27;NHN;10602.28
2022-01-27;FNOP;58801.16
2022-01-27;FNOP;23563.7
2022-01-27;FNOP;0.0
2022-01-27;GLD;7724.79
2022-01-27;GLD;3712.22
2022-01-27;GLD;25887.85
2022-01-27;FNOP;16107.31
2022-01-27;GLD;56155.75
2022-01-27;GLD;28968.86
2022-01-27;GLD;21286.64
2022-01-27;GLD;84967.93
2022-01-27;GLD;58801.16
2022-01-27;RBNH;15885.9
2022-01-27;GLD;5799.01
2022-01-27;NHN;36886.97
2022-01-27;GLD;4709.52
2022-01-27;FNOP;0.0
2022-01-27;GLD;113158.95
2022-01-27;GLD;98968.02
2022-01-27;NHN;10452.83
2022-01-27;FNOP;7724.79
2022-01-27;FNOP;15108.49
2022-01-27;GLD;6677.47
2022-01-27;FNOP;678.72
2022-01-27;GLD;0.0
2022-01-27;FNOP;4709.52
2022-01-27;GLD;27279.45
2022-01-27;FNOP;30853.88
2022-01-27;FNOP;13456.74
2022-01-27;NHN;71797.64
2022-01-27;NHN;10194.5
2022-01-27;RBNH;488.45
2022-01-27;FNOP;1953.8
2022-01-27;GLD;51008.48
2022-01-27;NHN;14325.6
2022-01-27;NHN;0.0
2022-01-27;GLD;9964.68
2022-01-27;GLD;5799.01
2022-01-27;GLD;5143.0
2022-01-27;GLD;6677.47
2022-01-27;FNOP;85938.2
2022-01-27;GLD;4536.42
2022-01-27;GLD;28968.86
2022-01-27;NHN;21297.28
2022-01-27;NHN;89819.28
2022-01-27;FNOP;61421.01
2022-01-27;GLD;8288.89
2022-01-28;GLD;6791.89
2022-01-28;GLD;10461.54
2022-01-28;RBNH;6649.6
2022-01-28;RBNH;8593.82
2022-01-28;GLD;56155.75
2022-01-28;GLD;56155.75
2022-01-28;RBNH;2772.2
2022-01-28;GLD;14929.17
2022-01-28;AMS;2930.7
2022-01-28;GLD;16633.2
2022-01-28;GLD;97.69
2022-01-28;GLD;5799.01
2022-01-28;GLD;119204.6
2022-01-28;FNOP;5737.24
2022-01-28;RBNH;2129.4
2022-01-28;FNOP;0.0
2022-01-28;RBNH;28968.86
2022-01-28;GLD;7724.79
2022-01-28;GLD;4851.35
2022-01-28;GLD;4709.52
2022-01-28;RBNH;6294.8
2022-01-28;RBNH;7136.64
2022-01-28;GLD;1524.71
2022-01-28;GLD;7792.53
2022-01-28;RBNH;50266.14
2022-01-28;GLD;21761.77
2022-01-28;GLD;2539.94
2022-01-28;AMS;4709.52
2022-01-28;GLD;9378.94
2022-01-28;GLD;7623.55
2022-01-28;GLD;8288.89
2022-01-28;GLD;227337.35
2022-01-28;RBNH;0.0
2022-01-28;GLD;13252.85
2022-01-28;GLD;54642.52
2022-01-28;GLD;58801.16
2022-01-28;FNOP;5143.0
2022-01-28;AMS;23082.48
2022-01-28;GLD;6838.3
2022-01-28;AMS;36088.53
2022-01-28;RBNH;12534.9
2022-01-28;GLD;8288.89
2022-01-28;GLD;1245767.9
2022-01-28;AMS;9911.64
2022-01-28;GLD;5369.64
2022-01-28;RBNH;12005.65
2022-01-28;RBNH;12592.39
2022-01-28;AMS;223313.52
2022-01-28;GLD;0.0
2022-01-28;GLD;0.0
2022-01-28;GLD;6677.47
2022-01-28;FNOP;8163.37
2022-01-28;FNOP;1999.12
2022-01-28;GLD;16912.53
2022-01-28;GLD;97.69
2022-01-28;GLD;31880.3
2022-01-28;RBNH;6649.6
2022-01-28;GLD;35097.72
2022-01-28;RBNH;35850.78
2022-01-28;GLD;4709.52
2022-01-28;GLD;58801.16
2022-01-28;GLD;35761.38
2022-01-28;RBNH;58801.16
2022-01-28;AMS;4709.52
2022-01-28;GLD;106881.45
2022-01-28;GLD;63409.79
2022-01-28;GLD;58801.16
2022-01-28;RBNH;21297.28
2022-01-28;GLD;88571.79
2022-01-28;AMS;2777.4
2022-01-28;RBNH;3425.46
2022-01-28;RBNH;12641.18
2022-01-28;AMS;7724.79
2022-01-28;AMS;683.83
2022-01-28;GLD;11227.41
2022-01-28;GLD;8288.89
2022-01-28;AMS;6653.28
2022-01-28;FNOP;20902.5
2022-01-28;RBNH;58801.16
2022-01-28;GLD;12056.02
2022-01-28;GLD;1282.6
2022-01-28;GLD;41583.0
2022-01-28;GLD;4158.3
2022-01-28;RBNH;3223.26
2022-01-28;RBNH;49345.16
2022-01-28;AMS;6677.47
2022-01-28;RBNH;32826.29
2022-01-28;RBNH;28471.98
2022-01-28;RBNH;8155.6
2022-01-28;GLD;7214.4
2022-01-28;RBNH;0.0
2022-01-28;RBNH;32989.18
2022-01-29;GLD;116368.5
2022-01-29;GLD;1962.74
2022-01-29;GLD;13861.0
2022-01-29;GLD;260009.64
2022-01-29;GLD;98274.98
2022-01-29;GLD;411850.05
2022-01-29;GLD;1573.7
2022-01-29;GLD;55318.36
2022-01-29;GLD;9220.92
2022-01-29;GLD;15585.06
2022-01-30;GLD;58801.16
2022-01-30;GLD;48118.04
2022-01-30;GLD;65146.7
2022-01-30;GLD;48886.11
2022-01-30;GLD;7943.8
2022-01-30;GLD;107011.6
2022-01-30;GLD;6632.7
2022-01-31;GLD;970.27
2022-01-31;GLD;49206.55
2022-01-31;GLD;7792.53
2022-01-31;GLD;8288.89
2022-01-31;GLD;12405.72
2022-01-31;GLD;36526.74
2022-01-31;GLD;179.07
2022-01-31;GLD;5284.3
2022-01-31;GLD;9220.92
2022-01-31;GLD;58801.16
2022-01-31;AMS;741955.71
2022-01-31;GLD;71797.64
2022-01-31;GLD;61778.67
2022-01-31;RBNH;683.83
2022-01-31;GLD;73773.94
2022-01-31;GLD;4709.52
2022-01-31;FNOP;34236.67
2022-01-31;GLD;2446.68
2022-01-31;FNOP;75847.08
2022-01-31;FNOP;58801.16
2022-01-31;GLD;40196.9
2022-01-31;GLD;185.16
2022-01-31;RBNH;4709.52
2022-01-31;GLD;58801.16
2022-01-31;FNOP;5912.81
2022-01-31;AMS;89398.88
2022-01-31;GLD;21297.28
2022-01-31;GLD;46894.7
2022-01-31;GLD;31187.25
2022-01-31;RBNH;7724.79
2022-01-31;GLD;648.06
2022-01-31;GLD;9220.92
2022-01-31;GLD;24837.21
2022-01-31;GLD;162172.13
2022-01-31;AMS;10091.22
2022-01-31;RBNH;48929.33
2022-01-31;NHN;28968.86
2022-01-31;FNOP;50266.14
2022-01-31;GLD;5799.01
2022-01-31;NHN;56968.71
2022-01-31;AMS;0.0
2022-01-31;AMS;6677.47
2022-01-31;GLD;5284.3
2022-01-31;FNOP;24837.21
2022-01-31;FNOP;7136.64
2022-01-31;GLD;6665.76
2022-01-31;GLD;23703.6
2022-02-01;FNOP;0.0
2022-02-01;AMS;61983.24
2022-02-01;GLD;78727.7
2022-02-01;GLD;2951.28
2022-02-01;FNOP;0.0
2022-02-01;AMS;61265.62
2022-02-01;GLD;34140.75
2022-02-01;GLD;77329.35
2022-02-01;FNOP;0.0
2022-02-01;AMS;0.0
2022-02-02;GLD;4396.05
2022-02-02;GLD;4989.96
2022-02-02;NHN;123752.24
2022-02-02;GLD;293.07
2022-02-02;NHN;2930.7
2022-02-02;NHN;96195.34
2022-02-02;NHN;13864.52
2022-02-03;FNOP;0.0
2022-02-03;FNOP;13952.83
2022-02-03;GLD;0.0
2022-02-03;GLD;94197.18
2022-02-03;FNOP;3899.52
2022-02-03;AMS;21667.47
2022-02-03;GLD;24837.21
2022-02-03;AMS;1953.8
2022-02-03;NHN;5415.48
2022-02-03;FNOP;98274.98
2022-02-03;AMS;4709.52
2022-02-03;GLD;65855.83
2022-02-03;FNOP;7951.71
2022-02-03;FNOP;56155.75
2022-02-03;FNOP;61876.12
2022-02-03;GLD;28928.43
2022-02-03;FNOP;74572.18
2022-02-03;GLD;302364.16
2022-02-03;GLD;11227.41
2022-02-03;FNOP;9220.92
2022-02-03;GLD;1944.18
2022-02-03;GLD;8973.43
2022-02-03;GLD;24413.17
2022-02-03;GLD;73773.94
2022-02-03;GLD;2288.35
2022-02-03;GLD;3897.98
2022-02-03;GLD;219060.77
2022-02-03;GLD;416547.27
2022-02-03;NHN;13739.18
2022-02-03;GLD;157810.86
2022-02-03;GLD;35814.0
2022-02-03;GLD;114956.91
2022-02-03;GLD;31187.25
2022-02-03;GLD;2314.5
2022-02-03;GLD;1131760.04
2022-02-03;GLD;5405.79
2022-02-03;RBNH;0.0
2022-02-03;GLD;126273.71
2022-02-03;FNOP;13167.95
2022-02-03;GLD;7943.8
2022-02-03;GLD;117602.32
2022-02-03;NHN;74711.12
2022-02-03;GLD;11456.74
2022-02-03;GLD;7136.64
2022-02-03;GLD;7555.32
2022-02-03;FNOP;15630.4
2022-02-03;NHN;13461.28
2022-02-03;FNOP;1358.82
2022-02-03;GLD;8871.04
2022-02-03;GLD;56155.75
2022-02-03;GLD;381885.97
2022-02-03;FNOP;8163.37
2022-02-03;GLD;229953.99
2022-02-03;GLD;19266.79
2022-02-03;GLD;123752.24
2022-02-03;GLD;61876.12
2022-02-03;RBNH;6088.38
2022-02-03;GLD;7943.8
2022-02-03;NHN;11140.48
2022-02-03;GLD;112311.5
2022-02-03;FNOP;195.38
2022-02-03;GLD;5799.01
2022-02-03;GLD;8155.6
2022-02-03;GLD;70413.88
2022-02-03;GLD;312426.94
2022-02-03;AMS;27729.04
2022-02-03;FNOP;1999.12
2022-02-03;NHN;2462.52
2022-02-03;FNOP;4574.13
2022-02-03;NHN;9220.92
2022-02-03;GLD;12713.97
2022-02-03;FNOP;4709.52
2022-02-03;NHN;2217.76
2022-02-03;GLD;43224.68
2022-02-03;FNOP;28968.86
2022-02-04;RBNH;105114.09
2022-02-04;AMS;10194.5
2022-02-04;GLD;9786.72
2022-02-04;RBNH;15887.6
2022-02-04;AMS;56155.75
2022-02-04;GLD;62954.24
2022-02-04;GLD;0.0
2022-02-04;AMS;5708.1
2022-02-04;AMS;5155.95
2022-02-04;AMS;7943.8
2022-02-04;AMS;16910.42
2022-02-04;RBNH;7724.79
2022-02-04;RBNH;152295.63
2022-02-04;RBNH;169884.3
2022-02-04;RBNH;23702.31
2022-02-04;FNOP;15633.28
2022-02-04;AMS;11366.02
2022-02-04;FNOP;976.9
2022-02-04;FNOP;18989.57
2022-02-04;RBNH;5861.7
2022-02-04;RBNH;7136.64
2022-02-04;GLD;7136.64
2022-02-04;RBNH;0.0
2022-02-04;AMS;0.0
2022-02-04;RBNH;112311.5
2022-02-04;RBNH;24837.21
2022-02-04;RBNH;195.38
2022-02-04;RBNH;593.88
2022-02-04;RBNH;8039.38
2022-02-04;GLD;4077.8
2022-02-04;RBNH;7724.79
2022-02-04;FNOP;58801.16
2022-02-04;GLD;25227.02
2022-02-04;RBNH;39226.63
2022-02-04;RBNH;68928.06
2022-02-04;AMS;18435.13
2022-02-04;GLD;56155.75
2022-02-04;RBNH;133135.02
2022-02-04;RBNH;4709.52
2022-02-04;RBNH;7792.53
2022-02-04;GLD;0.0
2022-02-04;AMS;7792.53
2022-02-04;AMS;0.0
2022-02-04;AMS;8288.89
2022-02-04;GLD;9286.87
2022-02-04;AMS;54320.75
2022-02-04;NHN;48697.2
2022-02-04;RBNH;178607.64
2022-02-04;GLD;57856.86
2022-02-04;NHN;147613.06
2022-02-04;AMS;5799.01
2022-02-04;GLD;22177.6
2022-02-04;AMS;141520.81
2022-02-04;GLD;7724.79
2022-02-04;GLD;15746.55
2022-02-04;AMS;237130.42
2022-02-04;GLD;46988.79
2022-02-04;GLD;0.0
2022-02-04;AMS;212958.68
2022-02-04;GLD;200.0
2022-02-04;RBNH;0.0
2022-02-04;AMS;265489.39
2022-02-04;RBNH;12587.28
2022-02-04;RBNH;26913.48
2022-02-04;RBNH;4709.52
2022-02-04;RBNH;44993.88
2022-02-04;GLD;21286.64
2022-02-04;RBNH;313256.34
2022-02-04;GLD;5275.26
2022-02-04;AMS;25937.96
2022-02-04;GLD;7664.25
2022-02-04;RBNH;13533.82
2022-02-04;GLD;0.0
2022-02-04;GLD;0.0
2022-02-04;GLD;34375.28
2022-02-04;RBNH;11313.24
2022-02-04;GLD;10811.58
2022-02-04;AMS;8288.89
2022-02-06;AMS;6231.18
2022-02-06;AMS;3946.8
2022-02-07;GLD;63344.77
2022-02-07;GLD;4709.52
2022-02-07;NHN;10672.97
2022-02-07;GLD;17534.54
2022-02-07;GLD;10888.31
2022-02-07;GLD;683.83
2022-02-07;AMS;4831.36
2022-02-07;GLD;271341.18
2022-02-07;GLD;2217.76
2022-02-07;GLD;48374.89
2022-02-07;GLD;58801.16
2022-02-07;GLD;6728.37
2022-02-07;RBNH;2079.15
2022-02-07;RBNH;293397.71
2022-02-07;GLD;47266.01
2022-02-07;GLD;10745.9
2022-02-07;GLD;8288.89
2022-02-07;GLD;1167.17
2022-02-07;GLD;56155.75
2022-02-07;AMS;48204.24
2022-02-07;RBNH;61876.12
2022-02-07;GLD;3581.4
2022-02-07;GLD;4391.54
2022-02-07;GLD;58801.16
